,stock_id,mfs_score,buy_price,sell_price,lowest_price,highest_price,buy_date,sell_date,profit(%),MAE,BMFE,GMFE
170,8042.0,86.0,43.4,42.9,42.9,44.9,2016-04-01,2016-04-11,-1.1520737327188946,1.152073732718894,3.4562211981566824,3.4562211981566824
171,3189.0,84.0,70.7,69.7,69.7,71.0,2016-04-01,2016-04-11,-1.4144271570014189,1.4144271570014144,0.4243281471004203,0.4243281471004203
172,6138.0,84.0,24.2,23.55,23.55,24.4,2016-04-01,2016-04-11,-2.685950413223137,2.685950413223135,0.8264462809917326,0.8264462809917326
173,8210.0,83.0,44.5,47.0,44.5,47.0,2016-04-01,2016-04-11,5.617977528089879,0.0,0.0,5.617977528089887
174,3005.0,83.0,22.7,22.2,22.2,22.9,2016-04-01,2016-04-11,-2.2026431718061623,2.202643171806168,0.8810572687224639,0.8810572687224639
175,2345.0,82.0,35.1,33.6,33.6,35.1,2016-04-01,2016-04-11,-4.273504273504269,4.273504273504273,0.0,0.0
176,3037.0,82.0,15.5,16.0,15.3,16.0,2016-04-01,2016-04-11,3.2258064516129004,1.2903225806451568,0.6451612903225784,3.225806451612903
177,1337.0,81.0,19.5,20.35,19.3,20.35,2016-04-01,2016-04-11,4.358974358974366,1.025641025641022,0.0,4.358974358974367
178,3443.0,80.0,84.3,82.9,82.5,84.9,2016-04-01,2016-04-11,-1.6607354685646447,2.1352313167259758,0.711743772242003,0.711743772242003
179,6290.0,79.0,34.35,36.3,34.3,36.95,2016-04-01,2016-04-11,5.676855895196487,0.1455604075691536,0.0,7.569141193595345
180,8042.0,89.0,42.9,41.25,40.35,43.75,2016-04-11,2016-05-16,-3.846153846153844,5.944055944055938,1.9813519813519849,1.9813519813519849
181,6138.0,88.0,23.55,22.6,22.3,25.6,2016-04-11,2016-05-16,-4.033970276008492,5.307855626326964,8.704883227176223,8.704883227176223
182,2062.0,88.0,37.0,44.2,37.0,45.15,2016-04-11,2016-05-16,19.45945945945946,0.0,0.0,22.027027027027025
183,3037.0,87.0,16.0,13.25,13.1,16.0,2016-04-11,2016-05-16,-17.1875,18.125000000000004,0.0,0.0
184,8210.0,87.0,47.0,50.8,47.0,54.3,2016-04-11,2016-05-16,8.085106382978724,0.0,0.0,15.531914893617015
185,3078.0,87.0,25.2,24.65,24.25,27.2,2016-04-11,2016-05-16,-2.182539682539686,3.769841269841266,0.0,7.936507936507936
186,1337.0,86.0,20.35,17.7,17.6,20.35,2016-04-11,2016-05-16,-13.022113022113036,13.513513513513512,0.0,0.0
187,2421.0,85.0,24.2,21.1,21.05,25.1,2016-04-11,2016-05-16,-12.80991735537189,13.01652892561983,3.719008264462819,3.719008264462819
188,2355.0,84.0,61.2,65.8,61.2,67.4,2016-04-11,2016-05-16,7.516339869281041,0.0,0.0,10.13071895424837
189,6239.0,84.0,71.3,63.7,63.0,73.7,2016-04-11,2016-05-16,-10.659186535764364,11.64095371669004,3.366058906030864,3.366058906030864
190,9924.0,85.0,43.9,43.0,42.35,43.9,2016-05-16,2016-06-08,-2.050113895216399,3.53075170842824,0.0,0.0
